1	2	79
1	3	79
1	4	49
1	5	25
1	6	19
1	7	26
1	8	19
1	9	20
1	10	25
1	11	7
1	12	19
1	13	19
1	14	8
1	15	16
1	16	8
1	18	11
1	19	11
1	20	15
1	21	11
1	22	15
1	23	4
1	24	9
1	25	9
1	26	7
1	27	8
1	28	14
1	29	8
1	30	6
1	31	11
1	33	11
1	34	7
1	35	10
1	36	5
1	38	9
1	40	10
1	41	5
1	42	5
1	43	5
1	45	6
1	46	4
1	48	6
1	49	8
1	50	9
1	51	4
1	52	4
1	53	7
1	54	8
1	55	6
1	56	5
1	57	6
1	58	8
1	59	5
1	60	9
1	61	8
1	62	6
1	63	5
1	65	5
1	66	5
1	67	4
1	70	5
1	71	4
1	75	6
1	76	5
1	77	4
1	79	5
1	80	5
1	82	6
1	84	5
1	85	7
1	86	6
1	88	7
1	89	5
1	95	4
1	96	6
1	99	4
1	100	4
2	3	83
2	4	53
2	5	21
2	6	9
2	7	33
2	8	22
2	9	27
2	10	21
2	11	11
2	12	18
2	13	15
2	14	14
2	15	14
2	16	13
2	19	11
2	20	19
2	21	12
2	22	12
2	23	7
2	24	10
2	25	11
2	26	13
2	27	5
2	28	10
2	29	6
2	31	5
2	32	4
2	33	9
2	35	8
2	36	4
2	38	4
2	39	6
2	40	6
2	41	5
2	44	8
2	47	4
2	48	10
2	49	8
2	50	7
2	53	8
2	54	7
2	55	8
2	57	4
2	58	8
2	60	9
2	61	10
2	62	4
2	63	7
2	64	6
2	65	7
2	66	5
2	69	4
2	70	5
2	76	5
2	78	4
2	79	8
2	80	7
2	81	5
2	83	4
2	84	8
2	85	8
2	86	6
2	88	8
2	89	4
2	90	4
2	95	5
2	96	7
2	97	5
3	4	57
3	5	23
3	6	6
3	7	27
3	8	22
3	9	22
3	10	19
3	12	14
3	13	19
3	14	8
3	15	13
3	16	10
3	18	5
3	19	15
3	20	14
3	21	11
3	22	10
3	23	5
3	24	7
3	25	10
3	26	14
3	28	7
3	30	6
3	31	5
3	32	5
3	33	9
3	34	4
3	35	9
3	36	4
3	38	4
3	40	5
3	42	4
3	44	5
3	45	4
3	47	5
3	48	6
3	49	7
3	50	8
3	52	4
3	53	8
3	54	7
3	55	5
3	58	10
3	59	4
3	60	8
3	61	8
3	64	4
3	65	5
3	66	5
3	69	5
3	75	5
3	78	6
3	79	6
3	80	8
3	84	7
3	85	9
3	86	9
3	88	7
3	89	4
3	95	5
3	96	7
3	97	6
4	5	12
4	6	8
4	7	13
4	8	13
4	9	15
4	10	10
4	12	10
4	13	17
4	14	6
4	15	9
4	16	8
4	18	4
4	19	11
4	20	10
4	21	7
4	22	7
4	24	5
4	25	7
4	26	14
4	30	6
4	31	5
4	33	5
4	35	8
4	36	4
4	40	5
4	41	4
4	49	6
4	50	4
4	53	5
4	58	4
4	60	4
4	65	6
4	66	5
4	69	4
4	77	4
4	81	4
4	84	5
4	85	4
4	95	7
4	96	5
4	97	4
5	7	5
5	8	10
5	9	11
5	10	7
5	11	5
5	13	5
5	14	6
5	15	5
5	16	6
5	19	5
5	20	8
5	21	4
5	22	6
5	24	6
5	25	4
5	26	6
5	27	4
5	28	6
5	31	4
5	33	6
5	40	5
5	42	5
5	52	8
5	65	6
6	10	4
6	14	4
6	15	5
6	17	6
6	18	6
6	21	4
6	23	6
6	26	5
6	29	4
6	46	6
6	59	4
6	62	10
6	67	4
6	71	4
6	73	6
6	74	5
6	82	9
6	93	4
7	8	11
7	9	17
7	10	9
7	12	9
7	13	4
7	19	4
7	20	10
7	25	5
7	35	4
7	48	9
7	49	7
7	54	8
7	58	7
7	79	5
7	80	5
7	84	7
7	85	7
7	86	7
8	9	20
8	12	6
8	13	4
8	14	4
8	15	5
8	19	4
8	20	8
8	23	6
8	25	4
8	33	4
8	49	5
8	54	4
8	58	4
8	65	7
8	80	5
8	85	5
8	86	4
9	10	5
9	12	8
9	13	6
9	14	5
9	15	5
9	16	5
9	20	13
9	21	4
9	22	5
9	25	7
9	48	4
9	49	5
9	54	5
9	65	4
9	80	5
9	84	4
9	85	5
9	86	6
10	12	4
10	20	6
10	24	5
10	28	5
10	54	6
10	58	5
10	77	5
11	14	7
11	16	7
11	18	6
11	24	4
11	29	6
11	37	11
11	57	4
11	92	4
12	13	5
12	17	4
12	19	5
12	20	7
12	25	4
12	54	6
12	64	4
12	80	4
12	85	4
12	86	4
13	15	7
13	19	17
13	20	4
13	21	6
13	30	5
13	33	4
13	41	6
13	44	5
13	49	5
13	50	4
14	15	4
14	16	7
14	18	4
14	21	6
14	22	6
14	23	4
14	24	4
14	29	8
14	32	6
14	36	7
14	37	5
14	41	4
14	81	4
15	23	4
15	26	4
15	30	4
15	33	4
15	41	4
15	45	5
15	67	4
16	20	5
16	21	5
16	53	5
17	68	5
17	73	6
17	74	8
18	26	4
18	37	4
19	21	4
19	30	5
19	44	4
20	25	5
20	48	4
20	54	6
20	66	4
20	86	4
21	22	4
21	26	4
21	30	4
22	35	6
23	67	5
25	66	7
26	78	4
29	32	4
29	37	5
30	45	9
31	68	5
31	99	4
32	37	5
35	57	4
37	87	4
47	66	4
51	72	7
53	96	8
55	63	6
56	57	4
60	61	8
60	88	8
61	88	8
68	99	5
73	74	4
80	86	5
85	86	4
