1	2	2
1	3	3
1	4	3
1	5	2
1	6	1
1	7	6
1	8	11
1	9	4
1	10	3
1	11	3
1	12	1
1	13	1
1	14	2
1	15	2
1	16	2
1	17	2
1	18	1
1	19	7
1	20	1
1	21	3
1	22	5
1	23	15
1	25	4
1	26	3
1	29	3
1	30	1
1	31	2
1	32	2
1	33	9
1	34	11
1	35	12
1	36	2
1	38	2
1	40	9
1	41	22
1	42	1
1	45	1
1	46	3
1	48	1
1	51	2
1	52	3
1	53	2
1	54	3
1	55	3
1	56	20
1	58	3
1	61	3
1	62	2
1	64	1
1	65	1
1	66	5
1	67	4
1	68	3
1	69	2
1	70	1
1	72	1
1	73	8
1	74	8
1	75	8
1	76	1
1	77	3
1	78	2
1	79	9
1	80	7
2	3	3
2	4	1
2	7	2
2	8	1
2	9	3
2	17	1
2	19	1
2	21	2
2	22	7
2	23	2
2	25	1
2	27	2
2	35	4
2	36	3
2	38	1
2	40	1
2	41	3
2	44	1
2	48	1
2	52	2
2	53	1
2	55	1
2	56	5
2	58	3
2	61	2
2	64	1
2	68	1
2	71	1
2	72	1
2	73	1
2	74	3
2	75	1
2	77	6
2	79	3
3	4	23
3	5	6
3	8	2
3	13	2
3	14	1
3	16	1
3	17	10
3	18	7
3	22	1
3	23	1
3	24	2
3	27	8
3	28	2
3	29	8
3	30	4
3	35	2
3	37	5
3	38	3
3	39	8
3	40	1
3	41	1
3	42	1
3	43	9
3	45	3
3	47	3
3	48	5
3	49	8
3	50	1
3	51	1
3	52	1
3	53	1
3	54	1
3	55	1
3	56	2
3	57	9
3	59	3
3	60	9
3	65	2
3	66	9
3	69	1
3	70	20
3	73	1
3	74	1
3	76	4
3	77	1
3	78	7
3	79	1
4	5	4
4	8	1
4	9	1
4	11	1
4	13	4
4	14	1
4	15	1
4	16	2
4	17	5
4	18	3
4	23	1
4	24	3
4	26	2
4	27	3
4	28	1
4	29	3
4	30	3
4	37	2
4	39	5
4	41	1
4	42	1
4	43	4
4	45	1
4	46	1
4	47	1
4	48	1
4	49	3
4	52	1
4	53	1
4	54	1
4	56	2
4	57	3
4	59	1
4	60	2
4	62	1
4	63	1
4	65	1
4	66	5
4	69	1
4	70	8
4	73	1
4	76	3
4	78	5
4	79	1
5	15	1
5	16	1
5	17	2
5	18	2
5	24	2
5	26	2
5	27	4
5	37	2
5	39	1
5	40	1
5	42	1
5	43	1
5	44	1
5	45	1
5	47	2
5	48	1
5	49	3
5	50	1
5	57	5
5	59	2
5	64	1
5	66	2
5	67	1
5	70	3
5	71	1
5	78	5
6	7	1
6	8	3
6	10	1
6	11	1
6	13	2
6	17	1
6	19	1
6	20	4
6	22	4
6	23	3
6	25	1
6	26	1
6	27	1
6	34	1
6	35	2
6	36	1
6	40	4
6	41	2
6	43	1
6	46	1
6	50	1
6	51	3
6	52	2
6	53	2
6	54	1
6	56	6
6	58	1
6	62	1
6	64	4
6	67	2
6	72	1
6	73	1
6	74	2
6	77	1
6	78	1
6	79	5
6	80	2
7	8	3
7	9	2
7	13	2
7	14	2
7	16	2
7	19	3
7	21	4
7	22	1
7	23	3
7	24	1
7	25	3
7	27	1
7	29	2
7	33	1
7	34	1
7	35	4
7	36	1
7	40	2
7	41	1
7	44	1
7	51	2
7	52	4
7	53	1
7	56	8
7	58	3
7	61	3
7	64	2
7	65	1
7	72	1
7	73	2
7	74	2
7	75	1
7	77	4
7	79	8
7	80	2
8	9	3
8	10	3
8	11	1
8	12	1
8	13	5
8	14	1
8	15	3
8	16	1
8	18	1
8	19	6
8	20	3
8	21	2
8	22	8
8	23	8
8	24	1
8	25	3
8	27	2
8	29	2
8	30	1
8	31	3
8	32	2
8	33	4
8	34	5
8	35	4
8	36	3
8	37	3
8	38	3
8	40	4
8	41	5
8	42	1
8	44	1
8	46	1
8	51	7
8	52	3
8	53	3
8	55	3
8	56	15
8	58	2
8	63	1
8	64	6
8	65	2
8	66	1
8	67	2
8	68	1
8	71	1
8	73	7
8	74	7
8	75	2
8	76	1
8	77	5
8	78	1
8	79	7
8	80	6
9	10	2
9	13	2
9	18	1
9	19	3
9	21	3
9	22	5
9	23	3
9	25	1
9	29	2
9	33	2
9	34	2
9	35	3
9	36	1
9	38	1
9	40	1
9	41	4
9	52	2
9	55	1
9	56	10
9	58	1
9	61	1
9	65	1
9	66	1
9	72	1
9	73	3
9	74	2
9	75	3
9	76	1
9	77	1
9	79	4
9	80	1
10	13	1
10	15	1
10	18	1
10	19	3
10	20	1
10	21	1
10	22	2
10	23	5
10	25	1
10	31	1
10	33	2
10	34	2
10	35	2
10	38	2
10	40	1
10	41	3
10	51	2
10	52	1
10	55	1
10	56	7
10	58	1
10	64	1
10	67	1
10	68	1
10	69	1
10	71	1
10	73	1
10	74	1
10	75	3
10	77	1
10	80	3
11	12	1
11	13	3
11	14	1
11	15	2
11	20	1
11	21	1
11	22	2
11	23	1
11	24	2
11	25	1
11	26	7
11	28	1
11	31	1
11	32	1
11	34	1
11	38	1
11	40	2
11	41	1
11	46	14
11	50	2
11	51	1
11	54	9
11	58	1
11	60	1
11	62	8
11	65	2
11	66	1
11	70	1
11	71	1
11	73	1
11	78	2
11	79	1
12	15	1
12	16	1
12	19	1
12	24	2
12	29	2
12	33	1
12	34	1
12	38	2
12	41	2
12	45	1
12	46	1
12	51	2
12	54	1
12	56	1
12	65	2
12	67	1
12	68	2
12	71	1
12	73	1
12	78	1
13	15	1
13	16	1
13	19	2
13	20	2
13	21	4
13	22	7
13	23	3
13	24	1
13	26	2
13	31	1
13	33	1
13	35	1
13	36	1
13	39	2
13	40	4
13	41	3
13	43	2
13	46	3
13	49	2
13	50	2
13	51	3
13	52	5
13	55	1
13	56	7
13	58	3
13	60	1
13	61	2
13	64	1
13	65	2
13	66	1
13	67	1
13	71	2
13	72	1
13	73	2
13	74	5
13	75	1
13	76	1
13	77	2
13	79	7
13	80	2
14	15	5
14	24	2
14	28	1
14	29	1
14	31	1
14	32	1
14	37	2
14	38	1
14	44	1
14	46	1
14	50	1
14	54	2
14	57	1
14	63	1
14	65	3
14	66	2
14	70	1
14	71	1
14	76	1
15	16	2
15	19	1
15	20	1
15	24	2
